date,value,cash,positions,return,cum_return
2025-03-10,1000000.0,1000000.0,0,0.0,0.0
2025-03-11,1000000.0,1000000.0,0,0.0,0.0
2025-03-12,1000000.0,1000000.0,0,0.0,0.0
2025-03-13,1000000.0,1000000.0,0,0.0,0.0
2025-03-14,1000000.0,1000000.0,0,0.0,0.0
2025-03-17,1000000.0,1000000.0,0,0.0,0.0
2025-03-18,1000000.0,1000000.0,0,0.0,0.0
2025-03-19,1000000.0,1000000.0,0,0.0,0.0
2025-03-20,1000000.0,1000000.0,0,0.0,0.0
2025-03-21,1000000.0,1000000.0,0,0.0,0.0
2025-03-24,1000000.0,1000000.0,0,0.0,0.0
2025-03-25,1000000.0,1000000.0,0,0.0,0.0
2025-03-26,1000000.0,1000000.0,0,0.0,0.0
2025-03-27,1000000.0,1000000.0,0,0.0,0.0
2025-03-28,1000000.0,1000000.0,0,0.0,0.0
2025-03-31,1000000.0,1000000.0,0,0.0,0.0
2025-04-01,1000000.0,1000000.0,0,0.0,0.0
2025-04-02,1000000.0,1000000.0,0,0.0,0.0
2025-04-03,1000000.0,1000000.0,0,0.0,0.0
2025-04-04,1000000.0,1000000.0,0,0.0,0.0
2025-04-07,1000000.0,1000000.0,0,0.0,0.0
2025-04-08,1000000.0,1000000.0,0,0.0,0.0
2025-04-09,1000000.0,1000000.0,0,0.0,0.0
2025-04-10,1000000.0,1000000.0,0,0.0,0.0
2025-04-11,1000000.0,1000000.0,0,0.0,0.0
2025-04-14,1000000.0,1000000.0,0,0.0,0.0
2025-04-15,1000000.0,1000000.0,0,0.0,0.0
2025-04-16,1000000.0,1000000.0,0,0.0,0.0
2025-04-17,1000000.0,1000000.0,0,0.0,0.0
2025-04-18,1000000.0,1000000.0,0,0.0,0.0
2025-04-21,1000000.0,1000000.0,0,0.0,0.0
2025-04-22,1000000.0,1000000.0,0,0.0,0.0
2025-04-23,1000000.0,1000000.0,0,0.0,0.0
2025-04-24,1000000.0,1000000.0,0,0.0,0.0
2025-04-25,1000000.0,1000000.0,0,0.0,0.0
2025-04-28,1000000.0,1000000.0,0,0.0,0.0
2025-04-29,1000000.0,1000000.0,0,0.0,0.0
2025-04-30,1000000.0,1000000.0,0,0.0,0.0
2025-05-01,1000000.0,1000000.0,0,0.0,0.0
2025-05-02,1000000.0,1000000.0,0,0.0,0.0
2025-05-05,1000000.0,1000000.0,0,0.0,0.0
2025-05-06,1000000.0,1000000.0,0,0.0,0.0
2025-05-07,1000000.0,1000000.0,0,0.0,0.0
2025-05-08,1000000.0,1000000.0,0,0.0,0.0
2025-05-09,1000000.0,1000000.0,0,0.0,0.0
2025-05-12,1000000.0,1000000.0,0,0.0,0.0
2025-05-13,1000000.0,1000000.0,0,0.0,0.0
2025-05-14,1000000.0,1000000.0,0,0.0,0.0
2025-05-15,1000000.0,1000000.0,0,0.0,0.0
2025-05-16,1000000.0,1000000.0,0,0.0,0.0
2025-05-19,1000000.0,1000000.0,0,0.0,0.0
2025-05-20,1000000.0,1000000.0,0,0.0,0.0
2025-05-21,1000000.0,1000000.0,0,0.0,0.0
2025-05-22,1000000.0,1000000.0,0,0.0,0.0
2025-05-23,1000000.0,1000000.0,0,0.0,0.0
2025-05-26,1000000.0,1000000.0,0,0.0,0.0
2025-05-27,1000000.0,1000000.0,0,0.0,0.0
2025-05-28,1000000.0,1000000.0,0,0.0,0.0
2025-05-29,1000000.0,1000000.0,0,0.0,0.0
2025-05-30,1000000.0,1000000.0,0,0.0,0.0
2025-06-02,1000000.0,1000000.0,0,0.0,0.0
2025-06-03,1000000.0,1000000.0,0,0.0,0.0
2025-06-04,1000000.0,1000000.0,0,0.0,0.0
2025-06-05,1000000.0,1000000.0,0,0.0,0.0
2025-06-06,1000000.0,1000000.0,0,0.0,0.0
2025-06-09,1000000.0,1000000.0,0,0.0,0.0
2025-06-10,1000000.0,1000000.0,0,0.0,0.0
2025-06-11,1000000.0,1000000.0,0,0.0,0.0
2025-06-12,1000000.0,1000000.0,0,0.0,0.0
2025-06-13,1000000.0,1000000.0,0,0.0,0.0
2025-06-16,1000000.0,1000000.0,0,0.0,0.0
2025-06-17,1000000.0,1000000.0,0,0.0,0.0
2025-06-18,1000000.0,1000000.0,0,0.0,0.0
2025-06-19,1000000.0,1000000.0,0,0.0,0.0
2025-06-20,1000000.0,1000000.0,0,0.0,0.0
2025-06-23,1000000.0,1000000.0,0,0.0,0.0
2025-06-24,1000000.0,1000000.0,0,0.0,0.0
2025-06-25,1000000.0,1000000.0,0,0.0,0.0
2025-06-26,1000000.0,1000000.0,0,0.0,0.0
2025-06-27,1000000.0,1000000.0,0,0.0,0.0
2025-06-30,1000000.0,1000000.0,0,0.0,0.0
2025-07-01,1000000.0,1000000.0,0,0.0,0.0
2025-07-02,1000000.0,1000000.0,0,0.0,0.0
2025-07-03,1000000.0,1000000.0,0,0.0,0.0
2025-07-04,1000000.0,1000000.0,0,0.0,0.0
2025-07-07,1000000.0,1000000.0,0,0.0,0.0
2025-07-08,1000000.0,1000000.0,0,0.0,0.0
2025-07-09,1000000.0,1000000.0,0,0.0,0.0
2025-07-10,1000000.0,1000000.0,0,0.0,0.0
2025-07-11,1000000.0,1000000.0,0,0.0,0.0
2025-07-14,1000000.0,1000000.0,0,0.0,0.0
2025-07-15,1000000.0,1000000.0,0,0.0,0.0
2025-07-16,1000000.0,1000000.0,0,0.0,0.0
2025-07-17,1000000.0,1000000.0,0,0.0,0.0
2025-07-18,1000000.0,1000000.0,0,0.0,0.0
2025-07-21,1000000.0,1000000.0,0,0.0,0.0
2025-07-22,1000000.0,1000000.0,0,0.0,0.0
2025-07-23,1000000.0,1000000.0,0,0.0,0.0
2025-07-24,1000000.0,1000000.0,0,0.0,0.0
2025-07-25,1000000.0,1000000.0,0,0.0,0.0
2025-07-28,1000000.0,1000000.0,0,0.0,0.0
2025-07-29,1000000.0,1000000.0,0,0.0,0.0
2025-07-30,1000000.0,1000000.0,0,0.0,0.0
2025-07-31,1000000.0,1000000.0,0,0.0,0.0
2025-08-01,1000000.0,1000000.0,0,0.0,0.0
2025-08-04,1000000.0,1000000.0,0,0.0,0.0
2025-08-05,1000000.0,1000000.0,0,0.0,0.0
2025-08-06,1000000.0,1000000.0,0,0.0,0.0
2025-08-07,1000000.0,1000000.0,0,0.0,0.0
2025-08-08,1000000.0,1000000.0,0,0.0,0.0
2025-08-11,1000000.0,1000000.0,0,0.0,0.0
2025-08-12,1000000.0,1000000.0,0,0.0,0.0
2025-08-13,1000000.0,1000000.0,0,0.0,0.0
2025-08-14,1000000.0,1000000.0,0,0.0,0.0
2025-08-15,1000000.0,1000000.0,0,0.0,0.0
2025-08-18,1000000.0,1000000.0,0,0.0,0.0
2025-08-19,1000000.0,1000000.0,0,0.0,0.0
2025-08-20,1000000.0,1000000.0,0,0.0,0.0
2025-08-21,1000000.0,1000000.0,0,0.0,0.0
2025-08-22,1000000.0,1000000.0,0,0.0,0.0
2025-08-25,1000000.0,1000000.0,0,0.0,0.0
2025-08-26,1000000.0,1000000.0,0,0.0,0.0
2025-08-27,1000000.0,1000000.0,0,0.0,0.0
2025-08-28,1000000.0,1000000.0,0,0.0,0.0
2025-08-29,1000000.0,1000000.0,0,0.0,0.0
2025-09-01,1000000.0,1000000.0,0,0.0,0.0
2025-09-02,1000000.0,1000000.0,0,0.0,0.0
2025-09-03,1000000.0,1000000.0,0,0.0,0.0
2025-09-04,1000000.0,1000000.0,0,0.0,0.0
2025-09-05,1000000.0,1000000.0,0,0.0,0.0
2025-09-08,1000000.0,1000000.0,0,0.0,0.0
2025-09-09,1000000.0,1000000.0,0,0.0,0.0
2025-09-10,1000000.0,1000000.0,0,0.0,0.0
2025-09-11,1000000.0,1000000.0,0,0.0,0.0
2025-09-12,1000000.0,1000000.0,0,0.0,0.0
2025-09-15,1000000.0,1000000.0,0,0.0,0.0
2025-09-16,1000000.0,1000000.0,0,0.0,0.0
2025-09-17,1000000.0,1000000.0,0,0.0,0.0
2025-09-18,1000000.0,1000000.0,0,0.0,0.0
2025-09-19,1000000.0,1000000.0,0,0.0,0.0
2025-09-22,1000000.0,1000000.0,0,0.0,0.0
2025-09-23,1000000.0,1000000.0,0,0.0,0.0
2025-09-24,1000000.0,1000000.0,0,0.0,0.0
2025-09-25,1000000.0,1000000.0,0,0.0,0.0
2025-09-26,1000000.0,1000000.0,0,0.0,0.0
2025-09-29,1000000.0,1000000.0,0,0.0,0.0
2025-09-30,1000000.0,1000000.0,0,0.0,0.0
2025-10-01,1000000.0,1000000.0,0,0.0,0.0
2025-10-02,1000000.0,1000000.0,0,0.0,0.0
2025-10-03,1000000.0,1000000.0,0,0.0,0.0
2025-10-06,1000000.0,1000000.0,0,0.0,0.0
2025-10-07,1000000.0,1000000.0,0,0.0,0.0
2025-10-08,1000000.0,1000000.0,0,0.0,0.0
2025-10-09,1000000.0,1000000.0,0,0.0,0.0
2025-10-10,1000000.0,1000000.0,0,0.0,0.0
2025-10-13,1000000.0,1000000.0,0,0.0,0.0
2025-10-14,1000000.0,1000000.0,0,0.0,0.0
2025-10-15,1000000.0,1000000.0,0,0.0,0.0
2025-10-16,1000000.0,1000000.0,0,0.0,0.0
2025-10-17,1000000.0,1000000.0,0,0.0,0.0
2025-10-20,1000000.0,1000000.0,0,0.0,0.0
2025-10-21,1000000.0,1000000.0,0,0.0,0.0
2025-10-22,1000000.0,1000000.0,0,0.0,0.0
2025-10-23,1000000.0,1000000.0,0,0.0,0.0
2025-10-24,1000000.0,1000000.0,0,0.0,0.0
2025-10-27,1000000.0,1000000.0,0,0.0,0.0
2025-10-28,1000000.0,1000000.0,0,0.0,0.0
2025-10-29,1000000.0,1000000.0,0,0.0,0.0
2025-10-30,1000000.0,1000000.0,0,0.0,0.0
2025-10-31,1000000.0,1000000.0,0,0.0,0.0
2025-11-03,1000000.0,1000000.0,0,0.0,0.0
2025-11-04,1000000.0,1000000.0,0,0.0,0.0
2025-11-05,1000000.0,1000000.0,0,0.0,0.0
2025-11-06,1000000.0,1000000.0,0,0.0,0.0
2025-11-07,1000000.0,1000000.0,0,0.0,0.0
2025-11-10,1000000.0,1000000.0,0,0.0,0.0
2025-11-11,1000000.0,1000000.0,0,0.0,0.0
2025-11-12,1000000.0,1000000.0,0,0.0,0.0
2025-11-13,1000000.0,1000000.0,0,0.0,0.0
2025-11-14,1000000.0,1000000.0,0,0.0,0.0
2025-11-17,1000000.0,1000000.0,0,0.0,0.0
2025-11-18,1000000.0,1000000.0,0,0.0,0.0
2025-11-19,1000000.0,1000000.0,0,0.0,0.0
2025-11-20,1000000.0,1000000.0,0,0.0,0.0
2025-11-21,1000000.0,1000000.0,0,0.0,0.0
2025-11-24,1000000.0,1000000.0,0,0.0,0.0
2025-11-25,1000000.0,1000000.0,0,0.0,0.0
2025-11-26,1000000.0,1000000.0,0,0.0,0.0
2025-11-27,998999.9999999998,-1000.0000000002328,9,-0.001000000000000223,-0.001000000000000223
2025-11-28,995136.0450977456,-1000.0000000002328,9,-0.0038678227249790975,-0.0048639549022543305
2025-12-01,986955.408908215,-1000.0000000002328,9,-0.008220620918948929,-0.013044591091785018
2025-12-02,990119.1643551856,-1000.0000000002328,9,0.0032055708073683853,-0.009880835644814567
2025-12-03,981108.01597023,-1000.0000000002328,9,-0.009101074607341886,-0.018891984029770104
2025-12-04,977583.1207660104,-1000.0000000002328,9,-0.003592769753016256,-0.022416879233989717
2025-12-05,978268.5857263905,-1000.0000000002328,9,0.0007011833017769309,-0.021731414273609584
2025-12-08,991218.8867015636,-1000.0000000002328,9,0.013237981024972978,-0.00878111329843645
2025-12-09,984127.5044097078,-1000.0000000002328,9,-0.007154204169225853,-0.015872495590292135
2025-12-10,990417.2640184107,-1000.0000000002328,9,0.006391203965461223,-0.009582735981589319
2025-12-11,984643.2058595716,-1000.0000000002328,9,-0.005829924788883556,-0.015356794140428454
2025-12-12,986021.742114684,-1000.0000000002328,9,0.0014000363247406167,-0.013978257885316037
2025-12-15,984391.1082312411,-1000.0000000002328,9,-0.001653750433479928,-0.015608891768758792
2025-12-16,975286.7460204789,-1000.0000000002328,9,-0.009248724551282228,-0.024713253979520955
2025-12-17,969974.169355097,-1000.0000000002328,9,-0.005447194568222291,-0.03002583064490294
