timestamp,open,high,low,close,volume
2016-01-04 05:00:00+00:00,77.14,77.21,75.64,76.71,5247147.0
2016-01-05 05:00:00+00:00,77.14,77.97,76.67,77.05,2958073.0
2016-01-06 05:00:00+00:00,75.72,77.33,75.63,76.29,3638464.0
2016-01-07 05:00:00+00:00,75.13,75.6,73.47,74.3,7282990.0
2016-01-08 05:00:00+00:00,74.78,75.26,72.9,73.23,3976317.0
2016-01-11 05:00:00+00:00,73.75,73.83,71.86,73.18,3953369.0
2016-01-12 05:00:00+00:00,73.97,75.28,73.05,74.46,4262436.0
2016-01-13 05:00:00+00:00,74.98,75.71,71.8,72.35,5386406.0
2016-01-14 05:00:00+00:00,72.5,73.62,70.87,73.07,5067345.0
2016-01-15 05:00:00+00:00,69.87,71.05,68.18,70.86,10404515.0
2016-01-19 05:00:00+00:00,71.86,72.19,69.9,70.8,7709275.0
2016-01-20 05:00:00+00:00,69.13,70.83,66.94,70.33,8560292.0
2016-01-21 05:00:00+00:00,70.5,70.64,69.14,69.51,4856262.0
2016-01-22 05:00:00+00:00,70.4,71.64,70.3,71.55,4626198.0
2016-01-25 05:00:00+00:00,71.23,71.4,69.8,69.92,2907763.0
2016-01-26 05:00:00+00:00,69.95,70.1,69.22,69.87,3099220.0
2016-01-27 05:00:00+00:00,69.33,69.85,67.03,67.43,6046906.0
2016-01-28 05:00:00+00:00,66.76,67.5,65.27,65.69,9393257.0
2016-01-29 05:00:00+00:00,66.49,68.1,66.12,68.06,6333755.0
2016-02-01 05:00:00+00:00,67.59,69.0902,67.07,68.44,4597115.0
2016-02-02 05:00:00+00:00,67.65,67.75,64.16,64.52,7760717.0
2016-02-03 05:00:00+00:00,65.65,66.5,63.24,65.34,8563083.0
2016-02-04 05:00:00+00:00,65.68,67.37,64.825,67.2,7904401.0
2016-02-05 05:00:00+00:00,63.1,63.27,57.75,58.51,19466005.0
2016-02-08 05:00:00+00:00,56.87,56.99,52.6,54.05,18608421.0
2016-02-09 05:00:00+00:00,53.61,58.58,52.79,57.33,16813039.0
2016-02-10 05:00:00+00:00,58.48,61.59,58.38,58.76,10175985.0
2016-02-11 05:00:00+00:00,57.19,59.85,56.58,59.24,8169578.0
2016-02-12 05:00:00+00:00,60.05,60.53,59.1,59.68,5222092.0
2016-02-16 05:00:00+00:00,60.68,60.98,58.46,59.72,5998922.0
2016-02-17 05:00:00+00:00,60.38,64.4199,59.89,63.49,10037287.0
