timestamp,open,high,low,close,volume
2016-01-04 05:00:00+00:00,139.45,140.15,137.32,138.75,3496893.0
2016-01-05 05:00:00+00:00,139.0,140.94,138.37,138.51,3459683.0
2016-01-06 05:00:00+00:00,136.55,138.45,136.55,137.45,2608927.0
2016-01-07 05:00:00+00:00,135.0,135.26,133.14,134.31,2594691.0
2016-01-08 05:00:00+00:00,135.6,137.01,133.82,134.16,2067734.0
2016-01-11 05:00:00+00:00,134.34,137.29,133.39,134.88,2597559.0
2016-01-12 05:00:00+00:00,136.02,137.9,135.54,136.97,3186336.0
2016-01-13 05:00:00+00:00,137.42,138.01,133.0,133.77,2613996.0
2016-01-14 05:00:00+00:00,135.0,137.36,133.44,135.79,3023585.0
2016-01-15 05:00:00+00:00,134.59,135.2,130.65,132.76,3726578.0
2016-01-19 05:00:00+00:00,134.57,135.65,132.9,134.91,3238813.0
2016-01-20 05:00:00+00:00,132.66,134.655,129.54,133.05,3080107.0
2016-01-21 05:00:00+00:00,133.47,133.61,130.74,131.68,2271490.0
2016-01-22 05:00:00+00:00,133.59,135.4,132.92,135.31,2118007.0
2016-01-25 05:00:00+00:00,134.73,136.25,134.28,134.73,1412272.0
2016-01-26 05:00:00+00:00,134.59,135.06,132.07,134.1,1859652.0
2016-01-27 05:00:00+00:00,134.05,137.21,133.34,135.83,3692896.0
2016-01-28 05:00:00+00:00,131.0,133.0,127.18,128.17,4806164.0
2016-01-29 05:00:00+00:00,129.07,132.06,128.6,132.06,3666044.0
2016-02-01 05:00:00+00:00,131.23,132.1,129.64,130.69,1860877.0
2016-02-02 05:00:00+00:00,129.31,129.86,126.53,126.89,1899683.0
2016-02-03 05:00:00+00:00,127.94,127.94,123.19,126.05,3105165.0
2016-02-04 05:00:00+00:00,126.36,128.61,125.95,127.8,2487894.0
2016-02-05 05:00:00+00:00,127.0,127.25,121.3,123.18,4293622.0
2016-02-08 05:00:00+00:00,121.75,122.82,119.75,121.94,3297848.0
2016-02-09 05:00:00+00:00,121.03,125.47,120.73,124.45,2956284.0
2016-02-10 05:00:00+00:00,126.02,129.0,125.22,125.46,1709189.0
2016-02-11 05:00:00+00:00,122.86,124.2871,122.25,123.3,1559973.0
2016-02-12 05:00:00+00:00,124.74,126.55,123.96,126.48,1717171.0
2016-02-16 05:00:00+00:00,127.72,128.415,126.42,127.42,2611471.0
2016-02-17 05:00:00+00:00,128.17,131.61,127.56,130.7,1943592.0
2016-02-18 05:00:00+00:00,130.26,131.37,129.29,129.69,1386678.0
2016-02-19 05:00:00+00:00,129.52,130.76,128.31,130.16,1432635.0
2016-02-22 05:00:00+00:00,131.0,131.99,130.32,131.44,999363.0
2016-02-23 05:00:00+00:00,131.03,131.62,128.84,129.74,1319937.0
2016-02-24 05:00:00+00:00,128.38,130.07,127.65,129.77,1000083.0
2016-02-25 05:00:00+00:00,130.0,130.99,129.08,130.57,1218303.0
2016-02-26 05:00:00+00:00,130.94,131.6,130.27,130.71,993792.0
2016-02-29 05:00:00+00:00,130.24,131.0399,129.13,129.19,2483993.0
2016-03-01 05:00:00+00:00,129.84,135.74,129.7,135.28,2681471.0
2016-03-02 05:00:00+00:00,135.0,138.58,134.72,138.12,3390061.0
2016-03-03 05:00:00+00:00,137.75,139.04,136.46,138.67,2205210.0
2016-03-04 05:00:00+00:00,138.78,140.99,138.46,140.3,2472802.0
2016-03-07 05:00:00+00:00,138.72,141.62,137.29,141.55,3338697.0
2016-03-08 05:00:00+00:00,140.36,141.0325,138.78,139.08,2309407.0
2016-03-09 05:00:00+00:00,139.82,140.27,137.47,138.15,2745373.0
2016-03-10 05:00:00+00:00,138.66,140.16,136.7,137.96,2518904.0
2016-03-11 05:00:00+00:00,138.87,140.86,138.8,140.22,2161292.0
2016-03-14 04:00:00+00:00,139.97,140.57,138.861,139.77,1205719.0
2016-03-15 04:00:00+00:00,138.59,138.77,137.025,138.26,1614189.0
2016-03-16 04:00:00+00:00,138.29,139.43,137.46,139.08,1340542.0
2016-03-17 04:00:00+00:00,138.81,139.33,136.58,138.25,2490306.0
2016-03-18 04:00:00+00:00,138.85,140.77,137.76,140.0,3807215.0
2016-03-21 04:00:00+00:00,139.5,140.18,138.88,139.63,1402100.0
2016-03-22 04:00:00+00:00,139.15,139.98,138.38,138.85,1730472.0
2016-03-23 04:00:00+00:00,139.0,139.75,138.415,138.82,1179299.0
2016-03-24 04:00:00+00:00,138.15,139.22,137.4,139.02,1121734.0
2016-03-28 04:00:00+00:00,139.41,139.8814,138.12,138.53,967228.0
2016-03-29 04:00:00+00:00,138.39,140.28,137.7,140.15,1330710.0
2016-03-30 04:00:00+00:00,141.04,142.04,140.35,140.79,964308.0
2016-03-31 04:00:00+00:00,140.75,142.21,140.14,141.59,1318460.0
2016-04-01 04:00:00+00:00,140.21,142.99,140.19,142.67,1183437.0
2016-04-04 04:00:00+00:00,142.18,144.93,142.16,144.05,2032841.0
2016-04-05 04:00:00+00:00,143.36,143.36,140.96,141.38,1528087.0
2016-04-06 04:00:00+00:00,141.43,145.31,141.22,145.11,1791604.0
2016-04-07 04:00:00+00:00,144.15,144.53,141.43,142.05,1436087.0
2016-04-08 04:00:00+00:00,142.87,143.32,141.47,142.21,1023931.0
2016-04-11 04:00:00+00:00,142.51,143.26,141.45,141.66,1041508.0
2016-04-12 04:00:00+00:00,141.98,142.82,141.53,142.43,1202489.0
